1118
 67.971833 -454.666255 0.000000 15.085087  1 0 0 0 1 0 0 0 1  1
 60.708661 -427.145586 0.000000 15.107716  1 0 0 0 1 0 0 0 1  1
 236.608463 -383.709428 0.000000 18.176277  1 0 0 0 1 0 0 0 1  1
 -350.962989 -229.273837 0.000000 17.948314  1 0 0 0 1 0 0 0 1  1
 -336.868434 -199.351614 0.000000 16.443181  1 0 0 0 1 0 0 0 1  1
 457.655963 68.650271 0.000000 13.786094  1 0 0 0 1 0 0 0 1  1
 427.339677 60.825668 0.000000 18.115805  1 0 0 0 1 0 0 0 1  1
 -383.772332 -236.727852 0.000000 15.328256  1 0 0 0 1 0 0 0 1  1
 309.444984 271.312675 0.000000 13.507271  1 0 0 0 1 0 0 0 1  1
 335.625013 284.699103 0.000000 19.390016  1 0 0 0 1 0 0 0 1  1
 335.097676 253.271413 0.000000 18.759428  1 0 0 0 1 0 0 0 1  1
 352.668487 269.936064 0.000000 15.501563  1 0 0 0 1 0 0 0 1  1
 122.036960 -318.502511 0.000000 16.224751  1 0 0 0 1 0 0 0 1  1
 82.962299 -325.680888 0.000000 15.870447  1 0 0 0 1 0 0 0 1  1
 98.323528 -291.907872 0.000000 12.077423  1 0 0 0 1 0 0 0 1  1
 -310.376024 233.857364 -0.000000 13.012463  1 0 0 0 1 0 0 0 1  1
 -280.830533 236.480177 -0.000000 14.709233  1 0 0 0 1 0 0 0 1  1
 -288.697777 213.622449 -0.000000 12.304882  1 0 0 0 1 0 0 0 1  1
 107.611807 -350.515599 0.000000 18.443088  1 0 0 0 1 0 0 0 1  1
 -287.854118 184.384646 -0.000000 11.947643  1 0 0 0 1 0 0 0 1  1
 -314.491244 204.664834 -0.000000 12.259218  1 0 0 0 1 0 0 0 1  1
 -406.063966 53.969859 -0.000000 11.707080  1 0 0 0 1 0 0 0 1  1
 -435.416503 49.631341 -0.000000 12.276643  1 0 0 0 1 0 0 0 1  1
 -421.277203 76.081137 -0.000000 14.356987  1 0 0 0 1 0 0 0 1  1
 -452.128920 69.236252 -0.000000 13.111023  1 0 0 0 1 0 0 0 1  1
 -99.665553 357.747504 -0.000000 19.233796  1 0 0 0 1 0 0 0 1  1
 -105.721117 385.055101 -0.000000 14.302074  1 0 0 0 1 0 0 0 1  1
 -81.243267 381.547966 -0.000000 11.848163  1 0 0 0 1 0 0 0 1  1
 -92.929617 410.538365 -0.000000 19.048810  1 0 0 0 1 0 0 0 1  1
 13.548466 -363.996336 0.000000 19.797484  1 0 0 0 1 0 0 0 1  1
 40.743514 -351.342670 0.000000 14.388700  1 0 0 0 1 0 0 0 1  1
 36.313157 -379.209320 0.000000 11.111192  1 0 0 0 1 0 0 0 1  1
 62.207531 -373.164145 0.000000 12.580647  1 0 0 0 1 0 0 0 1  1
 377.576953 36.678714 0.000000 14.087198  1 0 0 0 1 0 0 0 1  1
 355.744442 34.437534 0.000000 15.948961  1 0 0 0 1 0 0 0 1  1
