current_time, N_vessels, N_cells, N_cells_pheno_0, N_cells_pheno_1, N_cells_pheno_1_Ap, N_cells_pheno_1_G1, N_cells_pheno_1_Sy, N_cells_pheno_1_G2, N_cells_pheno_1_Di, N_cells_pheno_1_Tr, N_cell_protrusions
23.1,0,499,0,499,0,96,401,0,2,0,0
23.2,0,499,0,499,0,106,393,0,0,0,0
23.3,0,502,0,502,0,93,406,0,3,0,0
23.4,0,503,0,503,0,106,396,0,1,0,0
23.5,0,506,0,506,0,106,397,0,3,0,0
23.6,0,509,0,509,0,103,403,0,3,0,0
23.7,0,511,0,511,0,88,421,0,2,0,0
23.8,0,513,0,513,0,90,421,0,2,0,0
23.9,0,515,0,515,0,105,408,0,2,0,0
24,0,517,0,517,0,113,402,0,2,0,0
24.1,0,519,0,519,0,105,412,0,2,0,0
24.2,0,522,0,522,0,98,421,0,3,0,0
24.3,0,525,0,525,0,118,404,0,3,0,0
24.4,0,527,0,527,0,118,407,0,2,0,0
24.5,0,528,0,528,0,104,423,0,1,0,0
24.6,0,529,0,529,0,110,418,0,1,0,0
24.7,0,531,0,531,0,111,418,0,2,0,0
24.8,0,534,0,534,0,106,425,0,3,0,0
24.9,0,536,0,536,0,101,433,0,2,0,0
25,0,538,0,538,0,113,423,0,2,0,0
25.1,0,539,0,539,0,109,429,0,1,0,0
25.2,0,541,0,541,0,101,438,0,2,0,0
25.3,0,542,0,542,0,103,438,0,1,0,0
25.4,0,543,0,543,0,116,426,0,1,0,0
25.5,0,544,0,544,0,96,447,0,1,0,0
25.6,0,544,0,544,0,109,435,0,0,0,0
25.7,0,548,0,548,0,115,429,0,4,0,0
25.8,0,551,0,551,0,131,417,0,3,0,0
25.9,0,552,0,552,0,131,420,0,1,0,0
26,0,554,0,554,0,118,434,0,2,0,0
26.1,0,559,0,559,0,115,439,0,5,0,0
26.2,0,559,0,559,0,108,451,0,0,0,0
26.3,0,562,0,562,0,109,450,0,3,0,0
26.4,0,566,0,566,0,106,456,0,4,0,0
26.5,0,566,0,566,0,121,445,0,0,0,0
26.6,0,566,0,566,0,124,442,0,0,0,0
26.7,0,570,0,570,0,118,448,0,4,0,0
26.8,0,573,0,573,0,117,453,0,3,0,0
26.9,0,575,0,575,0,109,464,0,2,0,0
27,0,579,0,579,0,122,453,0,4,0,0
27.1,0,582,0,582,0,134,445,0,3,0,0
27.2,0,584,0,584,0,101,481,0,2,0,0
27.3,0,586,0,586,0,114,470,0,2,0,0
27.4,0,588,0,588,0,114,472,0,2,0,0
27.5,0,589,0,589,0,128,460,0,1,0,0
27.6,0,590,0,590,0,120,469,0,1,0,0
27.7,0,590,0,590,0,113,477,0,0,0,0
27.8,0,594,0,594,0,125,465,0,4,0,0
27.9,0,600,0,600,0,117,477,0,6,0,0
28,0,603,0,603,0,122,478,0,3,0,0
28.1,0,604,0,604,0,115,488,0,1,0,0
28.2,0,608,0,608,0,114,490,0,4,0,0
28.3,0,611,0,611,0,112,496,0,3,0,0
28.4,0,612,0,612,0,127,484,0,1,0,0
28.5,0,613,0,613,0,117,495,0,1,0,0
28.6,0,615,0,615,0,120,493,0,2,0,0
28.7,0,616,0,616,0,113,502,0,1,0,0
28.8,0,619,0,619,0,118,498,0,3,0,0
28.9,0,621,0,621,0,121,498,0,2,0,0
29,0,621,0,621,0,115,506,0,0,0,0
29.1,0,625,0,625,0,131,490,0,4,0,0
29.2,0,629,0,629,0,136,489,0,4,0,0
29.3,0,631,0,631,0,127,502,0,2,0,0
29.4,0,632,0,632,0,130,501,0,1,0,0
29.5,0,633,0,633,0,121,511,0,1,0,0
29.6,0,634,0,634,0,137,496,0,1,0,0
29.7,0,637,0,637,0,148,486,0,3,0,0
29.8,0,639,0,639,0,134,503,0,2,0,0
29.9,0,639,0,639,0,121,518,0,0,0,0
30,0,640,0,640,0,135,504,0,1,0,0
30.1,0,644,0,644,0,114,526,0,4,0,0
30.2,0,648,0,648,0,145,499,0,4,0,0
30.3,0,648,0,648,0,128,520,0,0,0,0
30.4,0,651,0,651,0,124,524,0,3,0,0
30.5,0,653,0,653,0,126,525,0,2,0,0
30.6,0,653,0,653,0,118,535,0,0,0,0
30.7,0,653,0,653,0,145,508,0,0,0,0
30.8,0,655,0,655,0,144,509,0,2,0,0
30.9,0,657,0,657,0,130,525,0,2,0,0
31,0,659,0,659,0,130,527,0,2,0,0
31.1,0,662,0,662,0,132,527,0,3,0,0
31.2,0,662,0,662,0,131,531,0,0,0,0
31.3,0,666,0,666,0,147,515,0,4,0,0
31.4,0,667,0,667,0,157,509,0,1,0,0
31.5,0,669,0,669,0,145,522,0,2,0,0
31.6,0,670,0,670,0,137,532,0,1,0,0
31.7,0,672,0,672,0,132,538,0,2,0,0
31.8,0,672,0,672,0,143,529,0,0,0,0
31.9,0,673,0,673,0,146,526,0,1,0,0
32,0,676,0,676,0,150,523,0,3,0,0
32.1,0,679,0,679,0,135,541,0,3,0,0
32.2,0,683,0,683,0,132,547,0,4,0,0
32.3,0,685,0,685,0,132,551,0,2,0,0
32.4,0,688,0,688,0,135,550,0,3,0,0
32.5,0,690,0,690,0,144,544,0,2,0,0
32.6,0,692,0,692,0,112,578,0,2,0,0
32.7,0,694,0,694,0,149,543,0,2,0,0
32.8,0,698,0,698,0,130,564,0,4,0,0
32.9,0,701,0,701,0,118,580,0,3,0,0
33,0,701,0,701,0,136,565,0,0,0,0
33.1,0,702,0,702,0,140,561,0,1,0,0
33.2,0,703,0,703,0,142,560,0,1,0,0
33.3,0,705,0,705,0,156,547,0,2,0,0
33.4,0,706,0,706,0,139,566,0,1,0,0
33.5,0,706,0,706,0,141,565,0,0,0,0
33.6,0,707,0,707,0,142,564,0,1,0,0
33.7,0,709,0,709,0,135,572,0,2,0,0
33.8,0,710,0,710,0,152,557,0,1,0,0
33.9,0,710,0,710,0,138,572,0,0,0,0
34,0,712,0,712,0,144,566,0,2,0,0
34.1,0,717,0,717,0,149,563,0,5,0,0
34.2,0,720,0,720,0,132,585,0,3,0,0
34.3,0,721,0,721,0,138,582,0,1,0,0
34.4,0,723,0,723,0,147,574,0,2,0,0
34.5,0,725,0,725,0,134,589,0,2,0,0
34.6,0,728,0,728,0,169,556,0,3,0,0
34.7,0,729,0,729,0,169,559,0,1,0,0
34.8,0,730,0,730,0,119,610,0,1,0,0
34.9,0,731,0,731,0,140,590,0,1,0,0
35,0,731,0,731,0,134,597,0,0,0,0
35.1,0,732,0,732,0,144,587,0,1,0,0
35.2,0,733,0,733,0,159,573,0,1,0,0
35.3,0,735,0,735,0,139,594,0,2,0,0
35.4,0,738,0,738,0,164,571,0,3,0,0
35.5,0,741,0,741,0,162,576,0,3,0,0
35.6,0,743,0,743,0,151,590,0,2,0,0
35.7,0,747,0,747,0,140,603,0,4,0,0
35.8,0,749,0,749,0,141,606,0,2,0,0
35.9,0,752,0,752,0,172,577,0,3,0,0
36,0,756,0,756,0,166,586,0,4,0,0
36.1,0,758,0,758,0,155,601,0,2,0,0
36.2,0,762,0,762,0,156,602,0,4,0,0
36.3,0,762,0,762,0,152,610,0,0,0,0
36.4,0,764,0,764,0,155,607,0,2,0,0
36.5,0,764,0,764,0,148,616,0,0,0,0
36.6,0,764,0,764,0,144,620,0,0,0,0
36.7,0,766,0,766,0,148,616,0,2,0,0
36.8,0,767,0,767,0,139,627,0,1,0,0
36.9,0,770,0,770,0,160,607,0,3,0,0
37,0,771,0,771,0,150,620,0,1,0,0
37.1,0,773,0,773,0,141,630,0,2,0,0
37.2,0,776,0,776,0,155,618,0,3,0,0
37.3,0,779,0,779,0,159,617,0,3,0,0
37.4,0,779,0,779,0,151,628,0,0,0,0
37.5,0,782,0,782,0,148,631,0,3,0,0
37.6,0,783,0,783,0,163,619,0,1,0,0
37.7,0,787,0,787,0,170,613,0,4,0,0
37.8,0,789,0,789,0,152,635,0,2,0,0
37.9,0,790,0,790,0,165,624,0,1,0,0
38,0,792,0,792,0,171,619,0,2,0,0
38.1,0,799,0,799,0,146,646,0,7,0,0
38.2,0,802,0,802,0,180,619,0,3,0,0
38.3,0,805,0,805,0,143,659,0,3,0,0
38.4,0,806,0,806,0,166,639,0,1,0,0
38.5,0,810,0,810,0,150,656,0,4,0,0
38.6,0,814,0,814,0,168,642,0,4,0,0
38.7,0,818,0,818,0,161,653,0,4,0,0
38.8,0,821,0,821,0,152,666,0,3,0,0
38.9,0,824,0,824,0,179,642,0,3,0,0
39,0,827,0,827,0,156,668,0,3,0,0
39.1,0,827,0,827,0,155,672,0,0,0,0
39.2,0,830,0,830,0,180,647,0,3,0,0
39.3,0,834,0,834,0,164,666,0,4,0,0
39.4,0,835,0,835,0,151,683,0,1,0,0
39.5,0,838,0,838,0,141,694,0,3,0,0
39.6,0,841,0,841,0,153,685,0,3,0,0
39.7,0,841,0,841,0,177,664,0,0,0,0
39.8,0,843,0,843,0,187,654,0,2,0,0
39.9,0,846,0,846,0,159,684,0,3,0,0
40,0,849,0,849,0,169,677,0,3,0,0
40.1,0,850,0,850,0,161,688,0,1,0,0
40.2,0,851,0,851,0,179,671,0,1,0,0
40.3,0,852,0,852,0,167,684,0,1,0,0
40.4,0,857,0,857,0,195,657,0,5,0,0
40.5,0,859,0,859,0,147,710,0,2,0,0
40.6,0,864,0,864,0,168,691,0,5,0,0
40.7,0,867,0,867,0,162,702,0,3,0,0
40.8,0,873,0,873,0,188,679,0,6,0,0
40.9,0,875,0,875,0,187,686,0,2,0,0
41,0,879,0,879,0,174,701,0,4,0,0
41.1,0,883,0,883,0,177,702,0,4,0,0
41.2,0,884,0,884,0,163,720,0,1,0,0
41.3,0,885,0,885,0,178,706,0,1,0,0
41.4,0,886,0,886,0,198,687,0,1,0,0
41.5,0,888,0,888,0,193,693,0,2,0,0
41.6,0,891,0,891,0,195,693,0,3,0,0
41.7,0,895,0,895,0,179,712,0,4,0,0
41.8,0,901,0,901,0,173,722,0,6,0,0
41.9,0,904,0,904,0,180,721,0,3,0,0
42,0,905,0,905,0,167,737,0,1,0,0
42.1,0,907,0,907,0,194,711,0,2,0,0
42.2,0,910,0,910,0,206,701,0,3,0,0
42.3,0,915,0,915,0,189,721,0,5,0,0
42.4,0,919,0,919,0,179,736,0,4,0,0
42.5,0,924,0,924,0,192,727,0,5,0,0
42.6,0,927,0,927,0,177,747,0,3,0,0
42.7,0,929,0,929,0,181,746,0,2,0,0
42.8,0,932,0,932,0,203,726,0,3,0,0
42.9,0,936,0,936,0,205,727,0,4,0,0
43,0,937,0,937,0,188,748,0,1,0,0
43.1,0,941,0,941,0,185,752,0,4,0,0
43.2,0,945,0,945,0,175,766,0,4,0,0
43.3,0,946,0,946,0,188,757,0,1,0,0
43.4,0,951,0,951,0,178,768,0,5,0,0
43.5,0,954,0,954,0,181,770,0,3,0,0
43.6,0,958,0,958,0,185,769,0,4,0,0
43.7,0,961,0,961,0,215,743,0,3,0,0
43.8,0,966,0,966,0,171,790,0,5,0,0
43.9,0,972,0,972,0,184,782,0,6,0,0
44,0,975,0,975,0,200,772,0,3,0,0
44.1,0,980,0,980,0,196,779,0,5,0,0
44.2,0,988,0,988,0,181,799,0,8,0,0
44.3,0,993,0,993,0,208,780,0,5,0,0
44.4,0,994,0,994,0,196,797,0,1,0,0
44.5,0,999,0,999,0,214,780,0,5,0,0
44.6,0,1005,0,1005,0,210,789,0,6,0,0
44.7,0,1008,0,1008,0,207,798,0,3,0,0
44.8,0,1010,0,1010,0,205,803,0,2,0,0
44.9,0,1013,0,1013,0,208,802,0,3,0,0
45,0,1016,0,1016,0,205,808,0,3,0,0
45.1,0,1019,0,1019,0,184,832,0,3,0,0
45.2,0,1023,0,1023,0,216,803,0,4,0,0
45.3,0,1027,0,1027,0,207,816,0,4,0,0
45.4,0,1029,0,1029,0,210,817,0,2,0,0
45.5,0,1033,0,1033,0,197,832,0,4,0,0
45.6,0,1036,0,1036,0,223,810,0,3,0,0
45.7,0,1039,0,1039,0,207,829,0,3,0,0
45.8,0,1042,0,1042,0,189,850,0,3,0,0
45.9,0,1046,0,1046,0,212,830,0,4,0,0
46,0,1051,0,1051,0,191,855,0,5,0,0
46.1,0,1054,0,1054,0,216,835,0,3,0,0
46.2,0,1056,0,1056,0,207,847,0,2,0,0
46.3,0,1060,0,1060,0,235,821,0,4,0,0
46.4,0,1066,0,1066,0,203,857,0,6,0,0
46.5,0,1068,0,1068,0,230,836,0,2,0,0
46.6,0,1074,0,1074,0,212,856,0,6,0,0
46.7,0,1078,0,1078,0,202,872,0,4,0,0
46.8,0,1081,0,1081,0,194,884,0,3,0,0
46.9,0,1082,0,1082,0,196,885,0,1,0,0
47,0,1083,0,1083,0,220,862,0,1,0,0
47.1,0,1087,0,1087,0,203,880,0,4,0,0
47.2,0,1091,0,1091,0,210,877,0,4,0,0
47.3,0,1094,0,1094,0,204,887,0,3,0,0
47.4,0,1094,0,1094,0,231,863,0,0,0,0
47.5,0,1096,0,1096,0,188,906,0,2,0,0
47.6,0,1096,0,1096,0,201,895,0,0,0,0
47.7,0,1101,0,1101,0,233,863,0,5,0,0
47.8,0,1110,0,1110,0,220,881,0,9,0,0
47.9,0,1116,0,1116,0,197,913,0,6,0,0
48,0,1118,0,1118,0,206,910,0,2,0,0
48.1,0,1124,0,1124,0,243,875,0,6,0,0
48.2,0,1126,0,1126,0,232,892,0,2,0,0
48.3,0,1129,0,1129,0,214,912,0,3,0,0
48.4,0,1131,0,1131,0,211,918,0,2,0,0
48.5,0,1134,0,1134,0,227,904,0,3,0,0
48.6,0,1135,0,1135,0,226,908,0,1,0,0
48.7,0,1142,0,1142,0,210,925,0,7,0,0
48.8,0,1147,0,1147,0,207,935,0,5,0,0
48.9,0,1151,0,1151,0,225,922,0,4,0,0
49,0,1152,0,1152,0,213,938,0,1,0,0
49.1,0,1154,0,1154,0,230,922,0,2,0,0
49.2,0,1157,0,1157,0,221,933,0,3,0,0
49.3,0,1161,0,1161,0,228,929,0,4,0,0
49.4,0,1163,0,1163,0,232,929,0,2,0,0
49.5,0,1164,0,1164,0,233,930,0,1,0,0
49.6,0,1169,0,1169,0,231,933,0,5,0,0
49.7,0,1172,0,1172,0,215,954,0,3,0,0
49.8,0,1174,0,1174,0,232,940,0,2,0,0
49.9,0,1182,0,1182,0,221,953,0,8,0,0
50,0,1182,0,1182,0,219,963,0,0,0,0
50.1,0,1185,0,1185,0,228,954,0,3,0,0
50.2,0,1193,0,1193,0,250,935,0,8,0,0
50.3,0,1200,0,1200,0,222,971,0,7,0,0
50.4,0,1202,0,1202,0,225,975,0,2,0,0
50.5,0,1205,0,1205,0,219,983,0,3,0,0
50.6,0,1206,0,1206,0,252,953,0,1,0,0
50.7,0,1209,0,1209,0,218,988,0,3,0,0
50.8,0,1211,0,1211,0,227,982,0,2,0,0
50.9,0,1215,0,1215,0,237,974,0,4,0,0
51,0,1216,0,1216,0,245,970,0,1,0,0
51.1,0,1220,0,1220,0,231,985,0,4,0,0
51.2,0,1224,0,1224,0,232,988,0,4,0,0
51.3,0,1226,0,1226,0,211,1013,0,2,0,0
51.4,0,1229,0,1229,0,225,1001,0,3,0,0
51.5,0,1230,0,1230,0,231,998,0,1,0,0
51.6,0,1233,0,1233,0,241,989,0,3,0,0
51.7,0,1237,0,1237,0,225,1008,0,4,0,0
51.8,0,1243,0,1243,0,228,1009,0,6,0,0
51.9,0,1243,0,1243,0,250,993,0,0,0,0
52,0,1244,0,1244,0,236,1007,0,1,0,0
52.1,0,1247,0,1247,0,237,1007,0,3,0,0
52.2,0,1248,0,1248,0,233,1014,0,1,0,0
52.3,0,1254,0,1254,0,259,989,0,6,0,0
52.4,0,1259,0,1259,0,233,1021,0,5,0,0
