number,state,value,params,error
267,TrialState.PRUNED,,"{'normoxic_CC/can_grow/probability': 0.5878412752704596, 'normoxic_CC/can_grow/diameter_rate': 1.7606858469658617, 'normoxic_CC/can_divide/probability': 0.06866446829989348, 'normoxic_CC/can_divide/diameter_cutoff': 14.417486122651413, 'normoxic_CC/can_divide/O2/threshold': 0.6407806419970219, 'normoxic_CC/diameter/max': 19.431965024051994}",ABM command failed with exit code 1. See /home/aiwsif/Desktop/calibration-tools/outputs/optuna/EGI1/control/abm_evals/EGI1_0s_optuna_r0_00631/run.log
268,TrialState.PRUNED,0.46379481853034205,"{'normoxic_CC/can_grow/probability': 0.5071572222137922, 'normoxic_CC/can_grow/diameter_rate': 4.684019112423462, 'normoxic_CC/can_divide/probability': 0.7247455750438837, 'normoxic_CC/can_divide/diameter_cutoff': 13.153698891641527, 'normoxic_CC/can_divide/O2/threshold': 0.3942697378004537, 'normoxic_CC/diameter/max': 22.823191959194716}",
269,TrialState.PRUNED,0.46205217086313777,"{'normoxic_CC/can_grow/probability': 0.9429571601529739, 'normoxic_CC/can_grow/diameter_rate': 3.174310259321228, 'normoxic_CC/can_divide/probability': 0.730142009075183, 'normoxic_CC/can_divide/diameter_cutoff': 15.190277188787462, 'normoxic_CC/can_divide/O2/threshold': 0.6642980752547016, 'normoxic_CC/diameter/max': 28.964381829626706}",
271,TrialState.PRUNED,0.4626434561823065,"{'normoxic_CC/can_grow/probability': 0.6801033755287814, 'normoxic_CC/can_grow/diameter_rate': 5.240542459988138, 'normoxic_CC/can_divide/probability': 0.6394215697808889, 'normoxic_CC/can_divide/diameter_cutoff': 16.181646638735025, 'normoxic_CC/can_divide/O2/threshold': 0.3173813302222907, 'normoxic_CC/diameter/max': 23.727120128136544}",
272,TrialState.PRUNED,19.90545198000211,"{'normoxic_CC/can_grow/probability': 0.07664030303395153, 'normoxic_CC/can_grow/diameter_rate': 1.0961357909504663, 'normoxic_CC/can_divide/probability': 0.8871041856873905, 'normoxic_CC/can_divide/diameter_cutoff': 13.922107219831464, 'normoxic_CC/can_divide/O2/threshold': 0.21150596001773778, 'normoxic_CC/diameter/max': 23.014949313583205}",
273,TrialState.PRUNED,0.4627120949632416,"{'normoxic_CC/can_grow/probability': 0.560815120112321, 'normoxic_CC/can_grow/diameter_rate': 2.5435171832927024, 'normoxic_CC/can_divide/probability': 0.6698847255324974, 'normoxic_CC/can_divide/diameter_cutoff': 12.90657531540222, 'normoxic_CC/can_divide/O2/threshold': 0.6433030689933419, 'normoxic_CC/diameter/max': 26.608857715442745}",
274,TrialState.PRUNED,3.350350072065648,"{'normoxic_CC/can_grow/probability': 0.7587280294212616, 'normoxic_CC/can_grow/diameter_rate': 13.327063326508414, 'normoxic_CC/can_divide/probability': 0.730830086691358, 'normoxic_CC/can_divide/diameter_cutoff': 19.2185002076468, 'normoxic_CC/can_divide/O2/threshold': 0.9421619201955316, 'normoxic_CC/diameter/max': 29.67902170642749}",
277,TrialState.PRUNED,0.4623987206208857,"{'normoxic_CC/can_grow/probability': 0.8075885371043213, 'normoxic_CC/can_grow/diameter_rate': 1.041476298888213, 'normoxic_CC/can_divide/probability': 0.8431890712791995, 'normoxic_CC/can_divide/diameter_cutoff': 11.774909230943171, 'normoxic_CC/can_divide/O2/threshold': 0.6191927747591798, 'normoxic_CC/diameter/max': 25.74830980243898}",
279,TrialState.PRUNED,,"{'normoxic_CC/can_grow/probability': 0.95548406852864, 'normoxic_CC/can_grow/diameter_rate': 0.19127352009094392, 'normoxic_CC/can_divide/probability': 0.6850389887762642, 'normoxic_CC/can_divide/diameter_cutoff': 10.063796732652268, 'normoxic_CC/can_divide/O2/threshold': 0.2040460905029538, 'normoxic_CC/diameter/max': 16.3975816112969}",ABM command failed with exit code 1. See /home/aiwsif/Desktop/calibration-tools/outputs/optuna/EGI1/control/abm_evals/EGI1_0s_optuna_r0_00658/run.log
280,TrialState.PRUNED,0.5079058087072399,"{'normoxic_CC/can_grow/probability': 0.965442669645241, 'normoxic_CC/can_grow/diameter_rate': 5.7625100193229954, 'normoxic_CC/can_divide/probability': 0.49863834043922817, 'normoxic_CC/can_divide/diameter_cutoff': 17.115257826893348, 'normoxic_CC/can_divide/O2/threshold': 0.4997655128726567, 'normoxic_CC/diameter/max': 20.094479982295763}",
282,TrialState.PRUNED,0.4627946937857793,"{'normoxic_CC/can_grow/probability': 0.6007801686688735, 'normoxic_CC/can_grow/diameter_rate': 2.7554893859426155, 'normoxic_CC/can_divide/probability': 0.7086505160999323, 'normoxic_CC/can_divide/diameter_cutoff': 13.032004184600254, 'normoxic_CC/can_divide/O2/threshold': 0.7791167533490171, 'normoxic_CC/diameter/max': 25.524030441192398}",
283,TrialState.PRUNED,0.47639598483070145,"{'normoxic_CC/can_grow/probability': 0.9066374847994021, 'normoxic_CC/can_grow/diameter_rate': 3.1036950087800634, 'normoxic_CC/can_divide/probability': 0.7145960614971445, 'normoxic_CC/can_divide/diameter_cutoff': 12.545807085166214, 'normoxic_CC/can_divide/O2/threshold': 0.461814797540147, 'normoxic_CC/diameter/max': 21.368062120382337}",
285,TrialState.PRUNED,0.4637739586292221,"{'normoxic_CC/can_grow/probability': 0.6128452682492537, 'normoxic_CC/can_grow/diameter_rate': 2.3311286799140314, 'normoxic_CC/can_divide/probability': 0.6914304435939475, 'normoxic_CC/can_divide/diameter_cutoff': 12.708671460886453, 'normoxic_CC/can_divide/O2/threshold': 0.34543602302386994, 'normoxic_CC/diameter/max': 25.592169947265205}",
288,TrialState.PRUNED,0.5729407827048357,"{'normoxic_CC/can_grow/probability': 0.26524884294225576, 'normoxic_CC/can_grow/diameter_rate': 5.456393074811011, 'normoxic_CC/can_divide/probability': 0.7940890765867398, 'normoxic_CC/can_divide/diameter_cutoff': 15.709506490938, 'normoxic_CC/can_divide/O2/threshold': 0.6916593400924926, 'normoxic_CC/diameter/max': 28.839860651648102}",
290,TrialState.PRUNED,112.11396614852667,"{'normoxic_CC/can_grow/probability': 0.02225476317274272, 'normoxic_CC/can_grow/diameter_rate': 0.21413158879321606, 'normoxic_CC/can_divide/probability': 0.9826278177803301, 'normoxic_CC/can_divide/diameter_cutoff': 18.608953142661495, 'normoxic_CC/can_divide/O2/threshold': 0.26135609716114006, 'normoxic_CC/diameter/max': 25.658553855559582}",
291,TrialState.PRUNED,,"{'normoxic_CC/can_grow/probability': 0.1599312202826002, 'normoxic_CC/can_grow/diameter_rate': 9.4132423684809, 'normoxic_CC/can_divide/probability': 0.85239319059305, 'normoxic_CC/can_divide/diameter_cutoff': 21.392236336145654, 'normoxic_CC/can_divide/O2/threshold': 0.03997921820009437, 'normoxic_CC/diameter/max': 17.598573631688684}",ABM command failed with exit code 1. See /home/aiwsif/Desktop/calibration-tools/outputs/optuna/EGI1/control/abm_evals/EGI1_0s_optuna_r0_00686/run.log
293,TrialState.PRUNED,0.46893025162280594,"{'normoxic_CC/can_grow/probability': 0.890281866869367, 'normoxic_CC/can_grow/diameter_rate': 11.074983034139647, 'normoxic_CC/can_divide/probability': 0.5979551211191587, 'normoxic_CC/can_divide/diameter_cutoff': 11.108131818968118, 'normoxic_CC/can_divide/O2/threshold': 0.14190185856529716, 'normoxic_CC/diameter/max': 24.28887638261015}",
295,TrialState.PRUNED,83.48903712904341,"{'normoxic_CC/can_grow/probability': 0.37883925007392083, 'normoxic_CC/can_grow/diameter_rate': 0.4353843782914509, 'normoxic_CC/can_divide/probability': 0.11395221386459065, 'normoxic_CC/can_divide/diameter_cutoff': 15.47608204706676, 'normoxic_CC/can_divide/O2/threshold': 0.9741817214136206, 'normoxic_CC/diameter/max': 26.555873473848848}",
296,TrialState.PRUNED,0.47719405501609913,"{'normoxic_CC/can_grow/probability': 0.509177096594778, 'normoxic_CC/can_grow/diameter_rate': 13.744594261723385, 'normoxic_CC/can_divide/probability': 0.5408689760055646, 'normoxic_CC/can_divide/diameter_cutoff': 14.29173756714627, 'normoxic_CC/can_divide/O2/threshold': 0.5234119410719091, 'normoxic_CC/diameter/max': 27.816695840877795}",
297,TrialState.PRUNED,20.38787853078627,"{'normoxic_CC/can_grow/probability': 0.4819124787943472, 'normoxic_CC/can_grow/diameter_rate': 2.210550875345562, 'normoxic_CC/can_divide/probability': 0.08162931617075209, 'normoxic_CC/can_divide/diameter_cutoff': 15.92536039790772, 'normoxic_CC/can_divide/O2/threshold': 0.46316198494765437, 'normoxic_CC/diameter/max': 27.7243368979318}",
299,TrialState.PRUNED,0.47289805294356013,"{'normoxic_CC/can_grow/probability': 0.8008665141908847, 'normoxic_CC/can_grow/diameter_rate': 13.011412357889721, 'normoxic_CC/can_divide/probability': 0.5787077149673389, 'normoxic_CC/can_divide/diameter_cutoff': 16.171462325621977, 'normoxic_CC/can_divide/O2/threshold': 0.6385447910934852, 'normoxic_CC/diameter/max': 29.300036729479547}",
300,TrialState.PRUNED,,"{'normoxic_CC/can_grow/probability': 0.5974652670706975, 'normoxic_CC/can_grow/diameter_rate': 0.11375254571811878, 'normoxic_CC/can_divide/probability': 0.30139023849638047, 'normoxic_CC/can_divide/diameter_cutoff': 15.088435900020768, 'normoxic_CC/can_divide/O2/threshold': 0.018980773871098033, 'normoxic_CC/diameter/max': 18.53308328905041}",ABM command failed with exit code 1. See /home/aiwsif/Desktop/calibration-tools/outputs/optuna/EGI1/control/abm_evals/EGI1_0s_optuna_r0_00706/run.log
301,TrialState.PRUNED,0.46269314003893725,"{'normoxic_CC/can_grow/probability': 0.5631983495706281, 'normoxic_CC/can_grow/diameter_rate': 20.62079138139497, 'normoxic_CC/can_divide/probability': 0.6911557890106169, 'normoxic_CC/can_divide/diameter_cutoff': 17.169011460203283, 'normoxic_CC/can_divide/O2/threshold': 0.5294750444265492, 'normoxic_CC/diameter/max': 29.462438923472394}",
303,TrialState.PRUNED,0.4633022403209421,"{'normoxic_CC/can_grow/probability': 0.9868893621516723, 'normoxic_CC/can_grow/diameter_rate': 12.275867726718753, 'normoxic_CC/can_divide/probability': 0.6345322889603877, 'normoxic_CC/can_divide/diameter_cutoff': 13.40201041408599, 'normoxic_CC/can_divide/O2/threshold': 0.3270496541780772, 'normoxic_CC/diameter/max': 26.434981168716817}",
304,TrialState.PRUNED,,"{'normoxic_CC/can_grow/probability': 0.43786983504632804, 'normoxic_CC/can_grow/diameter_rate': 1.0688741416456262, 'normoxic_CC/can_divide/probability': 0.5181395360994125, 'normoxic_CC/can_divide/diameter_cutoff': 20.998207345691426, 'normoxic_CC/can_divide/O2/threshold': 0.19695556650124452, 'normoxic_CC/diameter/max': 15.522267892392385}",ABM command failed with exit code 1. See /home/aiwsif/Desktop/calibration-tools/outputs/optuna/EGI1/control/abm_evals/EGI1_0s_optuna_r0_00714/run.log
